threshold,precision,recall,f1
0.1,0.9677419354734651,0.7964601769841021,0.8737864072632198
0.2,0.9677419354734651,0.7964601769841021,0.8737864072632198
0.3,0.9677419354734651,0.7964601769841021,0.8737864072632198
0.4,0.9677419354734651,0.7964601769841021,0.8737864072632198
0.5,0.9777777777669135,0.7787610619400109,0.8669950733895022
0.6,0.9879518072170126,0.7256637168077374,0.8367346933807267
0.7,0.9863013698495027,0.6371681415872816,0.7741935479018961
0.8,0.9999999999705883,0.30088495574954965,0.4625850336517191
0.9,0.0,0.0,0.0
