threshold,precision,recall,f1
0.1,0.8363636363484298,0.40707964601409663,0.5476190471721231
0.2,0.8363636363484298,0.40707964601409663,0.5476190471721231
0.3,0.8363636363484298,0.40707964601409663,0.5476190471721231
0.4,0.8363636363484298,0.40707964601409663,0.5476190471721231
0.5,0.846153846137574,0.38938053097000547,0.5333333328952066
0.6,0.8749999999817709,0.3716814159259143,0.5217391300097989
0.7,0.909090909070248,0.35398230088182314,0.5095541397174733
0.8,0.9487179486936227,0.3274336283156864,0.48684210487525964
0.9,0.9666666666344444,0.2566371681393218,0.4055944052571764
