threshold,precision,recall,f1
0.1,0.9299999999906999,0.8157894736770545,0.8691588779986898
0.2,0.9213483145963893,0.7192982456077255,0.8078817728986386
0.3,0.9529411764593771,0.710526315783241,0.8140703512612307
0.4,0.9506172839388812,0.6814159291975096,0.7938144324951111
0.5,0.9487179487057856,0.6548672566313728,0.7748691094563197
0.6,0.9726027397127041,0.6283185840652361,0.7634408597299688
0.7,0.9843749999846191,0.5575221238888715,0.7118644063099364
0.8,0.9999999999756098,0.3628318584038687,0.5324675320699106
0.9,0.9999999999333333,0.1327433628306837,0.2343749997894287
